mass_density,ratio_oxygen_by_transition_metal_atom,Bravias_lattice.BCT,Bravias_lattice.CUB,Bravias_lattice.FCC,Bravias_lattice.HEX,Bravias_lattice.MCL,Bravias_lattice.MCLC,Bravias_lattice.ORC,Bravias_lattice.ORCC,Bravias_lattice.RHL,Bravias_lattice.TET,ratio_atoms_cell_by_cell_vol,electronic_energy_band_gap,energy_atom,point_group,c_by_a_ratio.,AGL_bulk_mod,AGL_thermal_conductivity
6.64662,3.5,0,0,1,0,0,0,0,0,0,0,0.072305867,2.8475,-10.6304,48,1,170.698,5.79276
5.7573,2.67,1,0,0,0,0,0,0,0,0,0,0.087732125,3.88,-8.73,8,1,214.648,4.33
5.41548,2,0,0,0,0,0,0,1,0,0,0,0.092625673,0.8331,-7.25374,8,3.127152972,160.312,4.53693
5.86812,2,0,0,1,0,0,0,0,0,0,0,0.097402146,2.1223,-5.67634,48,1,175.24,5.29965
10.6975,2,0,0,1,0,0,0,0,0,0,0,0.091827365,3.8,-30.27,48,1,244.51,21.78
10.0371,3,0,1,0,0,0,0,0,0,0,0,0.069686411,2.42,-8.25,48,1,160.132,10.66
7.34344,3,0,1,0,0,0,0,0,0,0,0,0.070392792,3.73,-8.27,48,1,157.079,15.11
7.5111,3,0,0,0,0,0,0,0,0,0,1,0.071999424,4.08,-8.69,16,1.441176471,156.03,10.27
6.81658,4,1,0,0,0,0,0,0,0,0,0,0.091033227,5.3,-9.06,16,0.904977376,227.385,10.97
9.21326,3.5,0,0,1,0,0,0,0,0,0,0,0.076402153,3.12,-9.37,48,1,185.775,5.88
7.73588,3.5,0,0,1,0,0,0,0,0,0,0,0.068620907,4.4648,-9.3467,48,1,168.135,5.25907
7.50283,3,0,0,0,0,0,0,0,1,0,0,0.071921749,3.96,-8.69,8,1.004889976,159.68,5.4
7.5076,3,0,0,0,0,0,0,1,0,0,0,0.071942446,4.17,-8.7,8,0.703703704,159.876,5.81
7.36826,3.5,0,0,1,0,0,0,0,0,0,0,0.07546652,3.34,-9.7,48,1,179.028,6.44
3.60511,3.5,0,1,0,0,0,0,0,0,0,0,0.055331846,2.6438,-8.46874,24,1,129.617,3.23817
8.11561,1,0,1,0,0,0,0,0,0,0,0,0.064717938,2.87,-8.91,23,1,159.952,33.8416
11.6031,2,0,0,0,0,0,0,1,0,0,0,0.099593327,3.39,-10.04,8,1.66966967,266.205,7.82
7.65603,3.5,0,0,1,0,0,0,0,0,0,0,0.07466663,2.1953,-7.10373,48,1,158.797,4.25779
6.90074,3,0,0,0,0,0,0,1,0,0,0,0.068866255,2.8177,-6.92655,8,1.439486929,140.096,2.63292
11.3483,2,0,0,0,0,0,0,0,0,0,1,0.091438604,0,-6.20253,16,0.698559052,258.026,8.97785
4.47347,3,0,0,0,0,0,0,0,1,0,0,0.074831703,2.047,-7.46912,4,0.985377968,163.052,12.7733
6.73174,3,0,1,0,0,0,0,0,0,0,0,0.075620885,2.3227,-7.91939,48,1,178.57,19.2577
5.53578,0.3,0,0,0,1,0,0,0,0,0,0,0.042129506,0,-6.31737,24,0.430326804,78.6931,3.21651
5.64167,1.5,0,0,0,0,0,0,0,0,0,0,0.052139206,3.5256,-8.15204,24,1,109.882,1.46822
6.45258,3,0,1,0,0,0,0,0,0,0,0,0.080338321,0,-7.86657,48,1,158.135,9.48942
6.93722,2,0,0,0,0,0,0,0,0,0,1,0.072783779,0,-6.49163,16,0.847954037,131.839,8.62143
6.08968,3,0,1,0,0,0,0,0,0,0,0,0.078092665,0,-7.98439,48,1,158.455,3.68015
5.53298,1,0,0,0,1,0,0,0,0,0,0,0.048732468,2.9693,-7.73897,12,1.711109055,100.579,7.93424
6.21099,1,1,0,0,0,0,0,0,0,0,0,0.042755507,1.9022,-7.37628,16,1,86.6415,5.815
4.59725,1.5,0,0,0,1,0,0,0,0,0,0,0.04248702,1.6,-7.90985,6,0.520701764,88.267,3.83825
4.52769,4,1,0,0,0,0,0,0,0,0,0,0.069950452,5.3868,-7.95741,16,1,154.416,4.44492
3.84544,4,0,0,0,1,0,0,0,0,0,0,0.059410058,5.2512,-7.97951,12,0.891187386,127.694,5.40539
6.66341,2.33,0,0,0,0,0,0,0,1,0,0,0.062199956,3.6497,-8.62557,8,0.580622438,148.528,6.99383
7.14268,2.5,0,0,0,0,0,0,0,0,0,1,0.067844651,1.8389,-6.5538,8,0.839451388,139.709,2.44396
5.78322,3,0,0,0,0,0,0,1,0,0,0,0.063136495,4.5627,-8.60307,4,1.445333818,132.302,3.70853
6.30751,3.5,0,0,1,0,0,0,0,0,0,0,0.066619831,2.0853,-7.06209,48,1,141.134,3.44149
5.40576,3.5,0,0,1,0,0,0,0,0,0,0,0.07374211,3.2676,-8.17553,48,1,166.272,5.56521
5.78358,3.5,0,0,1,0,0,0,0,0,0,0,0.066950904,3.7972,-8.96014,48,1,160.102,5.35167
5.88827,1,0,0,0,0,0,0,0,1,0,0,0.045541111,1.4444,-7.21432,4,1.232472113,89.4966,3.2937
6.1641,1.5,0,0,0,0,0,1,0,0,0,0,0.056967506,3.4389,-8.12499,4,1.210039752,119.82,2.90735
5.56259,2,0,0,0,1,0,0,0,0,0,0,0.101629502,1.6572,-7.48401,24,3.595829242,202.54,17.7999
3.50435,2,0,0,1,0,0,0,0,0,0,0,0.088597502,0,-7.38849,48,1,164.763,11.1979
3.91664,2,0,0,1,0,0,0,0,0,0,0,0.095535099,0,-7.41274,48,1,173.613,9.36389
4.01866,2,1,0,0,0,0,0,0,0,0,0,0.103116702,1.9902,-6.60912,16,1,134.591,5.61154
5.94794,2,0,0,1,0,0,0,0,0,0,0,0.101009463,2.3816,-5.39371,48,1,171.65,3.72076
7.50559,3,0,0,0,0,0,0,0,0,0,1,0.084363268,3.0629,-8.64364,16,1.944625628,221.575,8.94536
2.82237,3,0,0,0,0,0,0,0,1,0,0,0.068955055,2.7076,-7.21722,4,0.916796376,126.234,4.55773
2.82789,3,0,0,0,0,0,0,0,1,0,0,0.069089879,0,-6.9524,8,0.916087049,118.691,2.32607
6.02846,2,0,0,1,0,0,0,0,0,0,0,0.086405352,2.1913,-5.7353,48,1,182.843,3.77139
5.50567,1.83,0,0,0,1,0,0,0,0,0,0,0.08223718,0.489,-7.98492,12,1.236080788,199.139,6.82779
4.60609,2,0,0,1,0,0,0,0,0,0,0,0.083947952,1.5203,-5.96357,48,1,134.45,4.64054
3.58296,1.33,0,0,1,0,0,0,0,0,0,0,0.098446514,2.2626,-6.255,48,1,142.369,9.92072
5.93715,1.33,0,0,1,0,0,0,0,0,0,0,0.10023187,1.8891,-5.42017,48,1,166.034,5.80313
5.11069,1,0,0,1,0,0,0,0,0,0,0,0.086773166,2.6192,-7.81368,48,1,138.378,13.3183
5.38267,3,0,1,0,0,0,0,0,0,0,0,0.08505412,0,-6.81705,48,1,114.794,6.37594
4.00704,2,0,0,0,0,0,0,1,0,0,0,0.087807394,3.2672,-6.33757,8,2.193509674,113.56,7.76154
8.09908,1.5,0,0,0,1,0,0,0,0,0,0,0.086370579,0,-7.66785,24,0.623297238,146.946,7.0869
4.88724,3,0,0,0,1,0,0,0,0,0,0,0.076707705,0,-8.35056,24,3.157075262,145.057,5.55972
5.88515,1.83,0,0,0,1,0,0,0,0,0,0,0.078911962,0.4695,-8.54476,12,1.257746184,193.73,4.85083
5.07482,2.5,0,0,0,0,0,0,1,0,0,0,0.07533335,1.8335,-6.96423,8,2.852211107,115.114,3.34065
5.14059,3,0,0,0,1,0,0,0,0,0,0,0.08122883,0.8325,-6.85505,24,1.676641953,127.25,3.19101
5.67964,3.5,0,0,1,0,0,0,0,0,0,0,0.080846982,0,-6.77106,48,1,156.408,3.66526
8.15424,3.5,0,0,1,0,0,0,0,0,0,0,0.08565744,0,-5.97745,48,1,144.371,1.86119
5.22444,3.5,0,0,1,0,0,0,0,0,0,0,0.086589969,0.8556,-8.10328,48,1,162.913,4.7413
3.4773,2,0,0,1,0,0,0,0,0,0,0,0.071186682,4.28,-6.39731,48,1,117.236,7.64004
5.90464,2,0,0,0,0,0,0,0,0,0,1,0.083380235,0,-7.92667,16,0.685631691,218.111,12.0956
2.8443,3,0,1,0,0,0,0,0,0,0,0,0.084378098,3.2388,-5.96572,24,1,132.098,1.67057
4.29332,3,0,1,0,0,0,0,0,0,0,0,0.078876919,1.8358,-7.48461,48,1,174.188,19.219
6.55803,3,0,1,0,0,0,0,0,0,0,0,0.078379857,2.5031,-7.94003,48,1,184.269,17.7321
6.97981,3,0,1,0,0,0,0,0,0,0,0,0.08247069,0,-7.45922,48,1,196.903,13.6807
4.42281,3,0,0,0,0,0,0,0,0,0,1,0.081255891,1.8633,-7.49548,16,0.719700711,177.94,18.5039
6.73116,3,0,0,0,0,0,0,0,0,0,1,0.080449228,2.5252,-7.95074,16,0.717511932,187.882,17.8237
3.76808,1,0,0,0,0,0,0,0,1,0,0,0.083017865,2.3481,-4.28594,4,1.571031826,87.5919,2.61306
4.93288,2,0,0,1,0,0,0,0,0,0,0,0.070771408,4.9017,-6.8694,48,1,126.358,6.66502
5.612,3,0,1,0,0,0,0,0,0,0,0,0.07394437,0,-7.86387,48,1,165.949,11.4654
5.72086,2,0,0,0,0,0,0,0,0,0,1,0.082747093,0,-8.70602,16,0.583606084,231.909,15.7693
7.05532,1,0,1,0,0,0,0,0,0,0,0,0.078027263,0,-8.77171,48,1,232.592,24.5568
5.72543,3.5,0,0,1,0,0,0,0,0,0,0,0.070867156,1.0459,-7.50126,48,1,166.345,7.65128
6.10834,1.6,0,0,0,0,0,0,0,0,0,1,0.075094455,0,-8.22977,16,2.90448025,188.713,8.16702
6.85676,1.25,0,0,0,0,0,0,0,0,0,1,0.082287971,0,-8.72419,16,0.719053513,235.158,8.71805
5.5622,3,0,0,0,0,0,0,1,0,0,0,0.08683068,3.6269,-7.76513,8,2.815084973,213.379,4.53052
6.56005,1,0,0,1,0,0,0,0,0,0,0,0.105785963,2.2231,-4.96006,48,1,174.034,21.5631
6.3481,3,0,0,0,0,0,0,0,0,0,1,0.086407189,0.8785,-5.91874,16,1.985710642,180.043,4.63346
8.11914,3,0,0,0,0,0,0,0,0,0,1,0.085185325,2.8841,-8.39283,16,1.927062763,228.417,7.28957
7.1175,3,0,0,0,0,0,0,0,1,0,0,0.061522182,0,-7.76733,8,1.541801314,148.305,6.3661
5.20179,2,0,0,1,0,0,0,0,0,0,0,0.104686986,3.2679,-6.24257,48,1,199.18,8.1989
7.73171,2.5,0,0,0,0,0,0,1,0,0,0,0.07375758,0.4338,-9.01481,8,2.102756138,440.158,39.2307
3.66531,1.67,0,0,0,0,0,0,0,1,0,0,0.078939059,1.5644,-8.0437,8,1.83129425,170.243,5.9605
8.66614,3,0,0,0,0,0,0,1,0,0,0,0.084221874,1.7439,-7.01834,8,1.449158265,190.197,3.24417
8.03756,3,0,0,0,0,0,0,0,0,0,1,0.0806965,1.4152,-6.96224,16,1.959566903,204.459,3.82191
5.9135,3,0,0,0,0,0,0,1,0,0,0,0.070017224,1.4249,-6.12347,8,1.401484222,122.627,2.90029
7.76615,3,0,0,0,0,0,0,0,0,0,1,0.082722489,0.9934,-9.09327,16,1.915244015,223.783,6.97398
6.01864,3.5,0,0,1,0,0,0,0,0,0,0,0.081044442,0.5591,-7.68351,48,1,185.368,4.76089
7.41013,3.5,0,0,1,0,0,0,0,0,0,0,0.073569245,2.2244,-7.11239,48,1,156.924,4.11838
5.86971,3.5,0,0,1,0,0,0,0,0,0,0,0.07375546,2.2472,-7.43093,48,1,155.813,4.57514
5.87171,3.5,0,0,1,0,0,0,0,0,0,0,0.07378069,2.2481,-7.43095,48,1,155.774,4.57355
6.48621,3.5,0,0,1,0,0,0,0,0,0,0,0.081741237,3.3021,-8.27691,48,1,184.139,6.61333
4.76875,3.5,0,0,1,0,0,0,0,0,0,0,0.081922345,3.2858,-8.59564,48,1,182.609,7.53142
5.014,3.5,0,0,1,0,0,0,0,0,0,0,0.0847977,0.847,-8.52016,48,1,186.336,6.22944
4.28234,1,0,0,1,0,0,0,0,0,0,0,0.084615612,0,-7.77396,48,1,145.005,18.4362
4.73595,0.33,0,1,0,0,0,0,0,0,0,0,0.035870579,0,-4.27255,48,1,41.3158,4.58204
9.43152,0.33,0,1,0,0,0,0,0,0,0,0,0.043435958,0,-3.99092,48,1,50.7189,3.976
15.2225,0.25,0,0,0,0,0,0,0,0,0,1,0.061957945,0,-9.64677,8,2.263713633,205.203,7.12301
5.01979,1,0,0,1,0,0,0,0,0,0,0,0.090317919,4.1743,-7.84912,48,1,152.397,24.6965
3.61456,1.5,0,0,0,0,0,0,0,0,0,0,0.078918812,4.276,-8.58426,24,1,159.052,4.23674
4.13452,3,0,1,0,0,0,0,0,0,0,0,0.060140629,2.0808,-5.4556,24,1,101.58,1.74422
4.89501,1.5,0,0,0,0,0,0,0,0,0,0,0.065272021,4.06,-9.11,24,1,136.09,2.642
4.89339,1.5,0,0,0,0,0,0,0,0,0,0,0.067477522,2.82,-6.83,24,1,136.069,2.66
3.27892,3.5,0,1,0,0,0,0,0,0,0,0,0.06747718,2.8172,-6.83176,24,1,151.666,2.57783
2.62021,3.5,0,1,0,0,0,0,0,0,0,0,0.071127802,3.0926,-7.54412,24,1,167.073,5.41219
2.81595,3.5,0,1,0,0,0,0,0,0,0,0,0.064,4.47,-8.03,24,1,158.117,3.84
7.05277,2,0,0,1,0,0,0,0,0,0,0,0.084557062,0,-5.7546,48,1,169,5.86997
4.49022,0.33,0,0,0,1,0,0,0,0,0,0,0.067728881,0,-6.12596,12,0.938002985,147.315,6.73611
5.98871,2,0,0,1,0,0,0,0,0,0,0,0.087796313,3.12,-9.43,48,1,226.971,23.94
6.60304,0.33,0,0,0,1,0,0,0,0,0,0,0.054907344,0,-9.02,12,1,135.151,7.74
7.86753,3,0,1,0,0,0,0,0,0,0,0,0.078158339,2.181,-7.02401,48,1,162.783,12.3097
7.71287,3,0,1,0,0,0,0,0,0,0,0,0.067042102,2.28,-7.8,48,1,149.057,9.84
7.08131,3,0,1,0,0,0,0,0,0,0,0,0.072835069,0,-7.71432,48,1,225.006,21.7342
5.83693,3,0,1,0,0,0,0,0,0,0,0,0.069110697,0.3313,-6.04632,48,1,123.381,8.68576
5.64874,3,0,1,0,0,0,0,0,0,0,0,0.07926229,1.7288,-6.9263,48,1,163.746,12.9608
4.86033,3,0,1,0,0,0,0,0,0,0,0,0.079745707,2.29,-7.47382,48,1,159.385,21.4744
5.09365,3,0,1,0,0,0,0,0,0,0,0,0.067613252,3.22,-8.21,48,1,146.019,14.9
6.7605,3,0,1,0,0,0,0,0,0,0,0,0.070240257,0.7293,-8.49173,48,1,220.607,24.0636
7.95705,0.25,0,0,1,0,0,0,0,0,0,0,0.056500025,0,-7.46993,48,1,143.869,0.700031
4.37391,2,0,0,0,1,0,0,0,0,0,0,0.064868722,3.7088,-6.67498,24,3.892334094,98.6594,6.85733
10.7534,2,0,0,0,0,0,0,0,0,0,1,0.089035963,0,-7.85571,16,0.557481866,274.144,13.6076
6.8307,2,0,0,0,0,0,0,0,0,0,1,0.091476941,0,-5.51893,16,0.685459629,216.937,11.6446
3.57596,1,0,0,0,1,0,0,0,0,0,0,0.069932026,2.4796,-7.89735,24,3.549837199,135.545,9.06028
4.81625,1,0,1,0,0,0,0,0,0,0,0,0.062467465,2.42,-8.33,12,1,3.02067,32.7949
6.32339,2,0,0,0,0,0,0,1,0,0,0,0.075812425,0.3843,-5.93858,8,1.498606903,157.623,6.18729
6.29945,2,0,0,0,0,0,0,0,0,0,1,0.075525468,0,-5.94071,16,0.672996115,157.783,7.04549
9.65966,2,0,0,0,0,0,0,0,0,0,1,0.081952659,0,-9.28412,16,0.577105116,244.013,14.1696
3.63372,2,1,0,0,0,0,0,0,0,0,0,0.082164318,2.5528,-8.05743,16,1,192.444,13.0947
4.01394,2,0,0,0,0,0,0,0,0,0,1,0.090761809,2.2636,-8.04768,16,0.647059704,213.336,22.7614
4.46159,2,0,0,0,0,0,0,0,0,0,1,0.097184248,0.8364,-7.9177,16,0.671091117,228.429,19.367
10.426,2,0,0,0,0,0,0,0,0,0,1,0.087264858,0,-8.6772,16,0.53970818,276.801,19.1694
8.21381,3,0,0,0,1,0,0,0,0,0,0,0.084483452,0,-7.6124,12,0.916638294,249.637,19.32
5.92798,3,1,0,0,0,0,0,0,0,0,0,0.070188738,1.1654,-6.10236,16,1,123.246,5.80732
4.88243,3,1,0,0,0,0,0,0,0,0,0,0.080108306,2.3866,-7.47625,16,1.002457955,159.72,12.185
5.23782,3,1,0,0,0,0,0,0,0,0,0,0.069526524,3.56,-8.25,16,1,149.456,10.31
5.24499,3,1,0,0,0,0,0,0,0,0,0,0.069623338,3.58,-8.25,16,1,146.59,10.18
6.67335,3,0,0,0,0,0,0,0,0,0,1,0.069334905,0.739,-8.50881,16,0.73515668,212.967,15.3918
3.50882,4,1,0,0,0,0,0,0,0,0,0,0.090607067,4.8968,-7.97866,16,1,193.581,12.7395
4.12799,4,1,0,0,0,0,0,0,0,0,0,0.081119448,5.8,-8.3,16,1,177.315,8.74
7.0988,2,1,0,0,0,0,0,0,0,0,0,0.081828278,0,-6.1516,8,1,170.138,3.61057
4.6491,4,1,0,0,0,0,0,0,0,0,0,0.065658445,2.7237,-8.2441,16,1,142.546,4.8759
11.1626,2,0,0,0,0,0,0,1,0,0,0,0.092424289,0,-7.93832,8,1.229031051,297.017,12.2838
7.06112,2,0,0,1,0,0,0,0,0,0,0,0.088804313,2.0292,-5.30993,48,1,190.74,4.07567
5.69746,4,1,0,0,0,0,0,0,0,0,0,0.086977321,0.2038,-6.84859,8,1,184.571,9.59146
4.98541,4,1,0,0,0,0,0,0,0,0,0,0.09827205,4.04,-8.65,12,1,239.681,11.57
4.48954,4,1,0,0,0,0,0,0,0,0,0,0.088495575,4.47,-8.73,16,1,216.318,11.61
6.36958,2,0,0,1,0,0,0,0,0,0,0,0.085663063,0.6598,-5.01568,48,1,143.992,3.18526
6.90904,2,0,1,0,0,0,0,0,0,0,0,0.082834028,0.1517,-5.85956,24,1,169.617,4.7526
6.98984,2,0,0,0,0,0,0,1,0,0,0,0.083802979,0.181,-5.70972,8,2.037775164,161.45,3.02075
6.42783,2,0,0,0,0,0,0,1,0,0,0,0.077064856,0.3589,-5.9266,8,1.21453009,160.05,4.08945
3.4134,2,1,0,0,0,0,0,0,0,0,0,0.077182827,2.2613,-7.86991,16,1,168.632,15.6738
4.09225,2,0,0,0,0,0,0,1,0,0,0,0.092532618,2.8179,-8.03853,8,1.211715549,217.216,11.6067
4.08029,4,1,0,0,0,0,0,0,0,0,0,0.072325755,2.9571,-8.44559,16,1,155.411,6.43648
5.55922,2,0,0,0,0,1,0,0,0,0,0,0.081510664,3.56,-9.5,4,1.038240918,212.734,8.86
6.51721,2,0,0,0,0,0,0,1,0,0,0,0.095556617,2.85,-9.4,8,1.94100295,247.548,8.37
5.2618,2,0,0,0,0,0,0,1,0,0,0,0.077150572,4.1,-9.48,8,0.949056604,200.688,8.33
6.19541,3,0,0,0,1,0,0,0,0,0,0,0.064369049,0.7586,-8.48908,24,0.514181498,199.588,13.4881
