"","DF.L1.C1","DF.L1.C2","y_scaled"
"1",-0.0301562891718519,-0.133761432356923,2.4349
"2",-0.241444824019958,0.211597690354904,12.2468
"3",0.119988016040467,-0.22361340970293,4.10466
"4",0.19953247849112,-0.20196078466737,2.95475
"5",0.102147412883686,-0.20711740085471,2.33078
"6",-0.0223178387169503,-0.22154097556699,1.492
"7",-0.0550116615078622,-0.245828732888049,2.61324
"8",-0.117082726582902,-0.23662170176685,2.28828
"9",0.295212810813372,-0.206510263841027,2.40141
"10",0.0156147521354411,-0.336216834821032,0.691056
"11",-0.294525027677722,0.115848359035459,1.57588
"12",-0.230376988946046,-0.0964971930843885,2.47715
"13",-0.350198604542747,-0.0437804182865005,0.0174529
"14",0.00872894547318881,-0.333640901570443,0.545209
"15",0.223199936886561,-0.170176162307637,0.452188
"16",0.0120354825760005,-0.113893422657277,0.747144
"17",0.0418635581123407,-0.111293429403494,1.07225
"18",-0.170345711542296,0.266125860935894,22.272
"19",0.161576779404379,-0.212670234528712,8.57476
"20",0.00982379769837516,-0.104702745594498,9.925
"21",-0.0541345985775787,0.163969003787721,11.38
"22",0.406966352485532,-0.0376790604732968,8.79
"23",0.123086978904692,0.0982870560809477,7.49817
"24",0.0436619534102269,-0.185114786259671,2.75783
"25",-0.0212827679194074,-0.176381098724834,1.79906
"26",0.218361030206549,-0.16381449800446,2.32446
"27",0.356435914855836,0.085049980641463,19.3308
"28",0.450447437959647,0.148563008770033,17.4699
"29",0.191035728811934,-0.237713908704456,3.57166
"30",-0.339656132865107,0.277908801192297,7.22743
"31",-0.360976078951579,0.197979453321515,11.8894
"32",0.145478343624534,-0.304271529416813,12.4976
"33",0.155532201537802,-0.396642876644475,10.4578
"34",-0.379116336082081,0.23950130948076,7.688
"35",-0.310032233695619,0.226799777493116,16.6821
"36",-0.366041806637776,0.215910221898127,14.01
"37",0.0246602180668877,-0.13203598399078,6.46
"38",0.127033089183416,-0.199397211138655,1.99198
"39",-0.54617794993383,-0.167640872707256,2.87552
"40",-0.0468701373522016,0.0574721969288091,2.63685
"41",-0.039448022207583,-0.0463654042774455,4.05023
"42",0.268626910002982,-0.0209893662053373,4.5882
"43",-0.33732442721722,0.320581333737943,8.83105
"44",0.0619366376477698,0.127338860821861,3.72026
"45",0.347004701425218,0.0274723702242798,3.78178
"46",0.355931828802182,-0.0241987799318448,12.5194
"47",-0.135146009179752,0.360654571001805,3.29327
"48",0.399192911189689,-0.0323191405698129,2.54021
"49",-0.200251173127639,0.326636056395772,2.64462
"50",-0.229260733754731,0.294838023971845,2.57836
"51",-0.246057840337408,0.350269601904887,3.89072
"52",-0.31732506805467,0.26907253131732,7.54051
"53",0.339951850205222,-0.211234923393535,1.74578
"54",-0.375652263974677,0.203484445500532,9.29177
"55",-0.316347171266245,0.191351545245692,21.6331
"56",-0.38733797821834,0.175507278894363,15.29
"57",0.142576922876221,-0.0286166665115615,14.4852
"58",-0.519657883047933,-0.178636348429146,7.7961
"59",-0.0107898927407795,0.0211917932848443,3.07098
"60",0.235946120310849,-0.0420133657221313,3.30019
"61",-0.376643851638115,0.218681879577371,8.92813
"62",0.266903930118372,-0.0894502963939583,3.53915
"63",0.250453038273826,-0.112115539009458,8.4113
"64",0.203919949811384,-0.113524595355819,6.98
"65",-0.30437155299584,0.265932116082522,9.72
"66",0.186952259211753,-0.304429838864927,4.51284
"67",-0.177459073049399,0.053802083580578,6.91602
"68",0.505203161496684,-0.0543889925353072,3.78171
"69",0.212868108821372,-0.0250635962635579,4.88431
"70",-0.162197957376631,0.156210305211285,3.00565
"71",0.162130963504765,-0.0999747018740382,2.43277
"72",-0.272039406358831,0.131192459500104,2.44492
"73",0.16000053550577,-0.0940564732040379,2.43845
"74",0.130721402564187,-0.302601407395841,1.66417
"75",-0.14929495824815,0.129878938865972,2.28661
"76",-0.217079469493228,0.28100635036873,2.65607
"77",-0.286050163098564,0.258161347607601,5.6713
"78",0.283971594643448,-0.0540622467537371,2.37723
"79",0.400249165282557,-0.0978566619815548,4.97296
"80",0.335402395361038,-0.0737773065029759,4.43936
"81",-0.268526372979429,0.303135803501729,2.95423
"82",-0.224964438777392,0.298139290539243,5.63437
"83",0.0969998411249788,-0.00145646395468946,2.15515
"84",0.038662458282679,-0.355315654826985,0.492799
"85",-0.199153062838089,0.130602293452411,3.10202
"86",0.279361416700947,-0.278217840770546,1.9816
"87",-0.0395108302130429,0.0686065640431233,4.55947
"88",0.0652453725046004,-0.224510378423691,215.726
"89",0.102622765990057,-0.146813921714682,7.12888
"90",-0.280494149570819,0.293230942713588,5.97575
"91",0.518847858289277,-0.0549320274710901,4.44125
"92",-0.00877309202487475,-0.212390387894148,3.41067
"93",0.20667066473771,-0.0541553866530646,6.78386
"94",0.2405442185837,-0.275133187163045,4.85589
"95",-0.114410321685685,0.127281836359465,3.5876
"96",0.318242116045927,-0.0423209989030835,4.29365
"97",-0.249257835872242,0.29590233480255,3.85485
"98",-0.252942891983042,0.247027822248278,16.9784
"99",-0.0832139909265566,0.146898283243855,18.8664
"100",0.102466302289478,-0.210349474904311,4.84194
"101",0.0461291537137578,0.106182939773286,5.86044
"102",0.035342617581359,0.101085321884095,5.7556
"103",-0.0118192289110497,-0.229338667093049,8.42349
"104",0.249585873185684,-0.0979898824867322,9.66821
"105",0.261093861435275,0.00640781853824546,16.0695
"106",0.0132972240230045,0.0915751709624805,6.18622
"107",0.17190752128232,-0.00167185924398527,11.8175
"108",-0.193430908935466,0.162140909614695,2.51445
"109",0.262782195602441,-0.102471434130438,6.52669
"110",-0.171226331818838,0.129046969518528,6.62558
"111",-0.217956292843853,0.123187892394574,4.58145
"112",0.230306318615632,-0.0715191857155446,6.43882
"113",0.256364248142849,-0.0890514940161806,8.187
"114",0.19458180326707,-0.0280233004316357,8.31568
"115",0.32480702682548,-0.0749905198737093,6.59846
"116",-0.104537554373442,0.156101611589621,6.61192
"117",-0.0108016258272905,-0.216320823734763,1.45598
"118",-0.491030599041309,0.0696126051254248,1.23159
"119",-0.16703705695678,-0.252479228019438,23.2336
"120",-0.127149964403665,-0.33426985417278,0.488223
"121",0.1333401321465,-0.198840271405323,4.52881
"122",-0.00505014135614767,-0.212824243113727,2.52247
"123",0.429973616441844,-0.314174886725987,1.43012
"124",0.229218462844411,-0.192377398904962,5.34777
"125",-0.0355163216095291,-0.238542181509852,4.74294
"126",0.163579924867765,-0.140368803851221,4.29353
"127",-0.0981867460005763,-0.226933060088919,3.18158
"128",0.227331466556253,-0.150513630729086,3.63613
"129",-0.211175735368472,-0.0134112314020332,0.253177
"130",-0.250053279179223,0.0591302025503179,1.60525
"131",0.237809100426166,-0.223951632253607,0.710014
"132",0.281180220999008,0.0827844346306837,6.29261
"133",0.0768688219547118,0.111573181349125,5.50685
"134",-0.198072292934654,0.349719150045065,5.89607
"135",-0.257050914069693,0.321769174521274,4.16156
"136",-0.220353130167227,0.306571101998695,6.58845
"137",-0.234748424848253,0.279735772645308,3.05528
"138",-0.187082664922959,0.354561825309704,59.6369
"139",-0.242110592522293,0.328970261767477,4.27098
"140",-0.242110592522293,0.328970261767477,4.27098
"141",-0.205951485013432,0.312919327856441,6.58502
"142",-0.310259785348086,0.250476778091387,14.8487
"143",-0.289851884209579,0.235273776821866,13.9237
"144",-0.10679762971052,0.0388242351692392,9.94482
"145",0.0263275722237442,-0.108750716370489,11.087
"146",-0.31701219510598,0.272316793418132,8.0483
"147",0.195213283301767,-0.0615446014088594,3.26311
"148",0.299271584478581,-0.190764296453017,4.24501
"149",0.0107198168403723,0.106917563470864,5.37694
"150",-0.256477381858328,0.347244413267417,5.86094
"151",-0.317398117947228,0.318086419119774,4.03978
"152",-0.282343695137858,0.303784208464241,6.44169
"153",-0.375568572145085,0.281195591970116,3.69397
"154",-0.347097590080358,0.290190360136294,5.79276
"155",0.366746937648097,-0.116070885809089,4.33
"156",0.306597119651743,-0.27883476182804,4.53693
"157",-0.0815238016759612,0.166970017896765,5.29965
"158",-0.38318922910849,0.273443143890121,21.78
"159",-0.201164576725794,0.315441583783832,10.66
"160",-0.262495862020375,0.262859180754263,15.11
"161",0.180197605688793,0.0249691420744571,10.27
"162",0.318265519579636,0.155193261119592,10.97
"163",-0.193212977273928,0.35147411057256,5.88
"164",-0.273207504930985,0.318221004784211,5.25907
"165",0.289064927928876,-0.0108600298634012,5.4
"166",0.297644911511349,0.0117143290060613,5.81
"167",-0.269409339528229,0.312116767981401,6.44
"168",-0.234474641741392,0.0130300396672695,3.23817
"169",0.0976716277010238,-0.175432678679052,33.8416
"170",0.594219570123115,-0.101815217262646,7.82
"171",-0.249512653534303,0.325760607583964,4.25779
"172",0.242567567836066,-0.0592288563456773,2.63292
"173",0.479651256465381,-0.0563383136201232,8.97785
"174",0.24020706844501,-0.14134008676754,12.7733
"175",-0.261326030120561,0.222864389918928,19.2577
"176",-0.195390706371883,-0.299327864128196,3.21651
"177",-0.107364106639514,-0.153903611400716,1.46822
"178",-0.30645244736688,0.242391005575259,9.48942
"179",0.138468502288566,-0.0846861280054274,8.62143
"180",-0.333715303075382,0.222849940003339,3.68015
"181",0.0270353740694462,-0.349408984677413,7.93424
"182",-0.0605520385378495,-0.277428076095176,5.815
"183",-0.0107169049810298,-0.304126930148552,3.83825
"184",0.0807021958628426,0.0972368021958615,4.44492
"185",0.0205836607076735,0.0483713604146682,5.40539
"186",0.212816938981978,-0.119615198129391,6.99383
"187",0.25250531518477,-0.0889629311370734,2.44396
"188",0.219558757109755,-0.111275806580517,3.70853
"189",-0.355172535326597,0.280847208141282,3.44149
"190",-0.323873069453656,0.265042859914875,5.56521
"191",-0.359133646573129,0.263280724409028,5.35167
"192",0.102695696705006,-0.375199389760238,3.2937
"193",0.218472300152723,-0.286063337506789,2.90735
"194",0.196416871565968,-0.209635733310006,17.7999
"195",-0.3123184623193,0.0610634014200445,11.1979
"196",-0.251286798550141,0.0904446447704996,9.36389
"197",0.269707014344905,-0.0286788504945392,5.61154
"198",-0.0451282624536291,0.191653598405646,3.72076
"199",0.272852860545803,-0.0644131068741438,8.94536
"200",0.14115079043891,-0.148935844974383,4.55773
"201",0.0229659132428377,-0.135812790583799,2.32607
"202",-0.14100762995834,0.112968372563989,3.77139
"203",0.227191442865289,-0.248393259371367,6.82779
"204",-0.260278299716924,0.128205035770346,4.64054
"205",-0.168936062109727,0.0759859319088511,9.92072
"206",-0.045929369624975,0.109473873803983,5.80313
"207",-0.206911605003487,0.04210563706722,13.3183
"208",-0.320904040752595,0.290974036151339,6.37594
"209",0.284009789412787,-0.190555678590587,7.76154
"210",0.16217651352917,0.00134329436713643,7.0869
"211",-0.115148378464243,-0.113783502490607,5.55972
"212",0.203208451476339,-0.243965178317477,4.85083
"213",0.175215294351411,-0.210939256586702,3.34065
"214",-0.0158816691441452,0.0443226930657086,3.19101
"215",-0.322139721247442,0.280914221542324,3.66526
"216",-0.200218443542994,0.378011524564276,1.86119
"217",-0.307381221408012,0.295257784689645,4.7413
"218",-0.33341094323637,0.0941857010891157,7.64004
"219",0.200567797333351,-0.181065543517612,12.0956
"220",0.0116260470599477,0.0512226149008222,1.67057
"221",-0.327959193710742,0.168911704180211,19.219
"222",-0.242856356474353,0.223291368260303,17.7321
"223",-0.24133004379372,0.208580814593751,13.6807
"224",0.128043067574175,-0.034142060705832,18.5039
"225",0.217331901965422,0.022606687207167,17.8237
"226",0.3385703282408,-0.300591058781172,2.61306
"227",-0.2776600856172,0.128211628381699,6.66502
"228",-0.365723732016775,0.180410458425435,11.4654
"229",0.184185500415172,-0.199907379083485,15.7693
"230",-0.209604089649748,-0.106350812023875,24.5568
"231",-0.364093071531286,0.238633610218012,7.65128
"232",0.110609689813905,-0.353606221512189,8.16702
"233",0.243717718360657,-0.272774414256493,8.71805
"234",0.337443276635302,-0.209272234619779,4.53052
"235",0.0477877263107472,0.100629013943658,21.5631
"236",0.224919594999727,-0.0597928840833906,4.63346
"237",0.304305487101295,-0.0548130922140577,7.28957
"238",0.124255093639241,-0.129779318924782,6.3661
"239",-0.0260995486669704,0.157293450639415,8.1989
"240",0.404746873671953,-0.533501383601621,39.2307
"241",0.195829052063694,-0.342282526660361,5.9605
"242",0.397450431337516,-0.0268257053722962,3.24417
"243",0.255016550352709,-0.0625469623570853,3.82191
"244",0.188896548309935,-0.070281700965984,2.90029
"245",0.217078551408834,-0.0845512782585132,6.97398
"246",-0.297144148869026,0.258075281321589,4.76089
"247",-0.265401000929945,0.317802976632834,4.11838
"248",-0.322486702600566,0.280508474039653,4.57514
"249",-0.322279450876415,0.280728907809241,4.57355
"250",-0.228535012875708,0.302372640599854,6.61333
"251",-0.293975121833008,0.260118225419618,7.53142
"252",-0.318251337866073,0.250421905390529,6.22944
"253",-0.302235840523418,-0.028031345444373,18.4362
"254",-0.529483935362107,-0.168924635381895,4.58204
"255",-0.340914988035312,-0.0154733658264579,3.976
"256",0.462429490921587,-0.351514339049461,7.12301
"257",-0.142156449022819,0.0495821138741805,24.6965
"258",0.0373303502852357,-0.159174619549015,4.23674
"259",-0.137534537025048,0.0138042124515806,1.74422
"260",-0.0387737423620202,-0.148426015904144,2.642
"261",-0.00316226774177064,-0.158652162800489,2.66
"262",-0.113930232396247,0.0202030191958107,2.57783
"263",-0.112350765320977,-0.000925259553146818,5.41219
"264",-0.135572843945433,0.00207292226790867,3.84
"265",-0.178110302341605,0.133446101389981,5.86997
"266",0.142269024046684,-0.420488772947863,6.73611
"267",-0.16154572544636,0.0732162220465219,23.94
"268",0.0618082762167953,-0.396667430986277,7.74
"269",-0.201339151934128,0.282665592497256,12.3097
"270",-0.298162867792784,0.255291107315837,9.84
"271",-0.282982297083184,0.128983511257706,21.7342
"272",-0.370342657650176,0.225331643755443,8.68576
"273",-0.278503632773431,0.220909622660681,12.9608
"274",-0.303722130300852,0.214595486775034,21.4744
"275",-0.369814467286719,0.200116153817986,14.9
"276",-0.311905584327238,0.124828743030553,24.0636
"277",-0.320146216346989,-0.139102972719764,0.700031
"278",-0.0960993496570903,-0.250169716757452,6.85733
"279",0.431286302003986,-0.093386190087676,13.6076
"280",0.330541337475801,-0.125873113992375,11.6446
"281",-0.0863716371236827,-0.39916431786574,9.06028
"282",0.00318749683673547,-0.129976229094773,32.7949
"283",0.271806579420227,-0.225161524788975,6.18729
"284",0.165969590810511,-0.120155674309366,7.04549
"285",0.310376173929818,-0.10715803782616,14.1696
"286",0.147211351754522,-0.207819418398429,13.0947
"287",0.227523874905122,-0.17051109519483,22.7614
"288",0.262674503232967,-0.168255739086782,19.367
"289",0.39829002262884,-0.110628168475497,19.1694
"290",0.332161145092716,-0.0792655385591432,19.32
"291",0.0822375178882147,0.012703643500852,5.80732
"292",0.133310210501214,-0.0122233746543867,12.185
"293",0.0812629769314841,-0.0188745561419554,10.31
"294",0.0805726347187035,-0.0136682428577319,10.18
"295",0.107780541975532,-0.0838310088376317,15.3918
"296",0.192382232261617,0.095278863990493,12.7395
"297",0.156900422810505,0.105784867432194,8.74
"298",0.334833721230353,-0.166346808382462,3.61057
"299",-0.0221832279043117,0.0742252308938738,4.8759
"300",0.547433317910293,-0.202285985454786,12.2838
"301",-0.0769935396917716,0.138188073437196,4.07567
"302",0.260837957906203,0.0476932333071272,9.59146
"303",0.337932966554049,0.0670495689621817,11.57
"304",0.203223709683944,0.0782097733762416,11.61
"305",-0.181279077708116,0.160062391045281,3.18526
"306",0.135889291987357,-0.0512125856079908,4.7526
"307",0.337395214233955,-0.215953142866223,3.02075
"308",0.287730531054116,-0.202281665157977,4.08945
"309",0.087351702881148,-0.203914473162359,15.6738
"310",0.349871864687952,-0.253405584129641,11.6067
"311",0.0110673601595457,0.0708733799148158,6.43648
"312",0.368133227944352,-0.257582223294628,8.86
"313",0.426793465970595,-0.259743407181653,8.37
"314",0.289114714741376,-0.228656241436838,8.33
"315",-0.0579811373821564,-0.026337015352649,13.4881
